DATE,OPEN,HIGH,CLOSE,LOW,SHARES_TRADED
2017-07-18,9832.7,9885.35,9827.15,9792.05,303007860.0
2017-07-19,9855.95,9905.05,9899.6,9851.65,206376192.0
2017-07-20,9920.2,9922.55,9873.3,9863.45,166083004.0
2017-07-21,9899.6,9924.7,9915.25,9838.0,193286125.0
2017-07-24,9936.8,9982.05,9966.4,9919.6,179905535.0
2017-07-25,10010.55,10011.3,9964.55,9949.1,191206247.0
2017-07-26,9983.65,10025.95,10020.65,9965.95,203697844.0
2017-07-27,10063.25,10114.85,10020.55,10005.5,296782048.0
2017-07-28,9996.55,10026.05,10014.5,9944.5,197491415.0
2017-07-31,10034.7,10085.9,10077.1,10016.95,245096535.0
2017-08-01,10101.05,10128.6,10114.65,10065.75,190000516.0
2017-08-02,10136.3,10137.85,10081.5,10054.2,166463276.0
2017-08-03,10081.15,10081.15,10013.65,9998.25,198665837.0
2017-08-04,10008.6,10075.25,10066.4,9988.35,184082134.0
2017-08-07,10074.8,10088.1,10057.4,10046.35,141566282.0
2017-08-08,10068.35,10083.8,9978.55,9947.0,209645343.0
2017-08-09,9961.15,9969.8,9908.05,9893.05,174395293.0
2017-08-10,9872.85,9892.65,9820.25,9776.2,242820594.0
2017-08-11,9712.15,9771.65,9710.8,9685.55,294732998.0
2017-08-14,9755.75,9818.3,9794.15,9752.1,201613585.0
2017-08-16,9825.85,9903.95,9897.3,9773.85,226269013.0
2017-08-17,9945.55,9947.8,9904.15,9883.75,203652311.0
2017-08-18,9865.95,9865.95,9837.4,9783.65,253931517.0
2017-08-21,9864.25,9884.35,9754.35,9740.1,211627775.0
2017-08-22,9815.75,9828.45,9765.55,9752.6,189267122.0
2017-08-23,9803.05,9857.9,9852.5,9786.75,173815509.0
2017-08-24,9881.2,9881.5,9857.05,9848.85,190398702.0
2017-08-28,9907.15,9925.75,9912.8,9882.0,164493772.0
2017-08-29,9886.4,9887.35,9796.05,9783.75,178668444.0
2017-08-30,9859.5,9909.45,9884.4,9850.8,162704136.0
2017-08-31,9905.7,9925.1,9917.9,9856.95,337782004.0
2017-09-01,9937.65,9983.45,9974.4,9909.85,162730656.0
2017-09-04,9984.15,9988.4,9912.85,9861.0,153369495.0
2017-09-05,9933.25,9963.1,9952.2,9901.05,143522342.0
2017-09-06,9899.25,9931.55,9916.2,9882.55,153767846.0
2017-09-07,9945.85,9964.85,9929.9,9917.2,194626599.0
2017-09-08,9958.65,9963.6,9934.8,9913.3,168698771.0
2017-09-11,9971.75,10028.65,10006.05,9968.8,178409875.0
2017-09-12,10056.85,10097.55,10093.05,10028.05,188248293.0
2017-09-13,10099.25,10131.95,10079.3,10063.15,221608053.0
2017-09-14,10107.4,10126.5,10086.6,10070.35,232637517.0
2017-09-15,10062.35,10115.15,10085.4,10043.65,274799134.0
2017-09-18,10133.1,10171.7,10153.1,10131.3,160852680.0
2017-09-19,10175.6,10178.95,10147.55,10129.95,193345992.0
2017-09-20,10160.95,10171.05,10141.15,10134.2,205605243.0
2017-09-21,10139.6,10158.9,10121.9,10058.6,197710666.0
2017-09-22,10094.35,10095.05,9964.4,9952.8,233621596.0
2017-09-25,9960.1,9960.5,9872.6,9816.05,228206970.0
2017-09-26,9875.25,9891.35,9871.5,9813.0,196792799.0
2017-09-27,9920.6,9921.05,9735.75,9714.4,206305991.0
2017-09-28,9736.4,9789.2,9768.95,9687.55,396874518.0
2017-09-29,9814.3,9854.0,9788.6,9775.35,202350211.0
2017-10-03,9893.3,9895.4,9859.5,9831.05,167833406.0
2017-10-04,9884.35,9938.3,9914.9,9850.65,160993982.0
2017-10-05,9927.0,9945.95,9888.7,9881.85,152362417.0
2017-10-06,9908.15,9989.35,9979.7,9906.6,201858899.0
2017-10-09,9988.2,10015.75,9988.75,9959.45,148395842.0
2017-10-10,10013.7,10034.0,10016.95,10002.3,153246570.0
2017-10-11,10042.6,10067.25,9984.8,9955.8,195593061.0
2017-10-12,10011.2,10104.45,10096.4,9977.1,207106672.0
2017-10-13,10123.7,10191.9,10167.45,10120.1,237230047.0
2017-10-16,10207.4,10242.95,10230.85,10175.1,209327364.0
2017-10-17,10227.65,10251.85,10234.45,10212.6,201782377.0
2017-10-18,10209.4,10236.45,10210.85,10175.75,262111790.0
2017-10-19,10210.35,10211.95,10146.55,10123.35,31086379.0
2017-10-23,10176.65,10224.15,10184.85,10124.5,224799211.0
2017-10-24,10218.55,10237.75,10207.7,10182.4,223914325.0
2017-10-25,10321.15,10340.55,10295.35,10240.9,612620774.0
2017-10-26,10291.8,10355.65,10343.8,10271.85,443036008.0
2017-10-27,10362.3,10366.15,10323.05,10311.3,322411410.0
2017-10-30,10353.85,10384.5,10363.65,10344.3,244193178.0
2017-10-31,10364.9,10367.7,10335.3,10323.95,239809700.0
2017-11-01,10390.35,10451.65,10440.5,10383.05,268270466.0
2017-11-02,10440.5,10453.0,10423.8,10412.55,207735021.0
2017-11-03,10461.55,10461.7,10452.5,10403.6,206101238.0
2017-11-06,10431.75,10490.45,10451.8,10413.75,199559409.0
2017-11-07,10477.15,10485.75,10350.15,10340.8,295830692.0
2017-11-08,10361.95,10384.25,10303.15,10285.5,282950322.0
2017-11-09,10358.65,10368.45,10308.95,10266.95,247606613.0
2017-11-10,10304.35,10344.95,10321.75,10254.1,287962940.0
2017-11-13,10322.0,10334.15,10224.95,10216.25,216799588.0
2017-11-14,10223.4,10248.0,10186.6,10175.55,314413476.0
2017-11-15,10171.95,10175.45,10118.05,10094.0,213836202.0
2017-11-16,10152.9,10232.25,10214.75,10139.2,188180035.0
2017-11-17,10324.55,10343.6,10283.6,10268.05,209592893.0
2017-11-20,10287.2,10309.85,10298.75,10261.5,151751415.0
2017-11-21,10329.25,10358.7,10326.9,10315.05,191859084.0
2017-11-22,10350.8,10368.7,10342.3,10309.55,162504058.0
2017-11-23,10358.45,10374.3,10348.75,10307.3,157651842.0
2017-11-24,10366.8,10404.5,10389.7,10362.25,133177324.0
2017-11-27,10361.05,10407.15,10399.55,10340.2,146276512.0
2017-11-28,10387.9,10409.55,10370.25,10355.2,202050866.0
2017-11-29,10376.65,10392.95,10361.3,10345.9,157192930.0
2017-11-30,10332.7,10332.7,10226.55,10211.25,353105240.0
2017-12-01,10263.7,10272.7,10121.8,10108.55,147765528.0
2017-12-04,10175.05,10179.2,10127.75,10095.7,153240126.0
2017-12-05,10118.25,10147.95,10118.25,10069.1,160253042.0
2017-12-06,10088.8,10104.2,10044.1,10033.35,171208366.0
2017-12-07,10063.45,10182.65,10166.7,10061.9,171339022.0
2017-12-08,10198.45,10270.85,10265.65,10195.25,206234019.0
2017-12-11,10310.5,10329.2,10322.25,10282.05,152034656.0
2017-12-12,10324.9,10326.1,10240.15,10230.2,180546894.0
2017-12-13,10236.6,10296.55,10192.95,10169.85,187191964.0
2017-12-14,10229.3,10276.1,10252.1,10141.55,159103960.0
2017-12-15,10345.65,10373.1,10333.25,10319.65,262974703.0
2017-12-18,10263.1,10443.55,10388.75,10074.8,237506982.0
2017-12-19,10414.8,10472.2,10463.2,10406.0,174340665.0
2017-12-20,10494.4,10494.45,10444.2,10437.15,180597460.0
2017-12-21,10473.95,10473.95,10440.3,10426.9,156646972.0
2017-12-22,10457.3,10501.1,10493.0,10448.25,143119167.0
2017-12-26,10512.3,10545.45,10531.5,10477.95,160417384.0
2017-12-27,10531.05,10552.4,10490.75,10469.25,170307122.0
2017-12-28,10498.2,10534.55,10477.9,10460.45,281309989.0
2017-12-29,10492.35,10538.7,10530.7,10488.65,156736221.0
2018-01-01,10531.7,10537.85,10435.55,10423.1,134532090.0
2018-01-02,10477.55,10495.2,10442.2,10404.65,158092430.0
2018-01-03,10482.65,10503.6,10443.2,10429.55,172516859.0
2018-01-04,10469.4,10513.0,10504.8,10441.45,180257392.0
2018-01-05,10534.25,10566.1,10558.85,10520.1,186469717.0
2018-01-08,10591.7,10631.2,10623.6,10588.55,174181231.0
2018-01-09,10645.1,10659.15,10637.0,10603.6,211291563.0
2018-01-10,10652.05,10655.5,10632.2,10592.7,181900014.0
2018-01-11,10637.05,10664.6,10651.2,10612.35,158630055.0
2018-01-12,10682.55,10690.4,10681.25,10597.1,180592153.0
2018-01-15,10718.5,10782.65,10741.55,10713.8,181262074.0
2018-01-16,10761.5,10762.35,10700.45,10687.85,217468081.0
2018-01-17,10702.45,10803.0,10788.55,10666.75,260488465.0
2018-01-18,10873.4,10887.5,10817.0,10782.4,321609375.0
2018-01-19,10829.2,10906.85,10894.7,10793.9,214011963.0
2018-01-22,10883.2,10975.1,10966.2,10881.4,238815813.0
2018-01-23,10997.4,11092.9,11083.7,10994.55,293445774.0
2018-01-24,11069.35,11110.1,11086.0,11046.15,292197072.0
2018-01-25,11095.6,11095.6,11069.65,11009.2,340469462.0
2018-01-29,11079.35,11171.55,11130.4,11075.95,249220726.0
2018-01-30,11120.85,11121.1,11049.65,11033.9,234969503.0
2018-01-31,11018.8,11058.5,11027.7,10979.3,253462573.0
2018-02-01,11044.55,11117.35,11016.9,10878.8,315743486.0
2018-02-02,10938.2,10954.95,10760.6,10736.1,291431992.0
2018-02-05,10604.3,10702.75,10666.55,10586.8,247479157.0
2018-02-06,10295.15,10594.15,10498.25,10276.3,274656443.0
2018-02-07,10607.2,10614.0,10476.7,10446.4,258095424.0
2018-02-08,10518.5,10637.8,10576.85,10479.55,239407938.0
2018-02-09,10416.5,10480.2,10454.95,10398.2,197502912.0
2018-02-12,10518.2,10555.5,10539.75,10485.4,224114801.0
2018-02-14,10585.75,10590.55,10500.9,10456.65,236329440.0
2018-02-15,10537.9,10618.1,10545.5,10511.05,217090245.0
2018-02-16,10596.2,10612.9,10452.3,10434.05,190043189.0
2018-02-19,10488.9,10489.35,10378.4,10302.75,193087737.0
2018-02-20,10391.0,10429.35,10360.4,10347.65,193464871.0
2018-02-21,10426.0,10426.1,10397.45,10349.6,241331542.0
2018-02-22,10354.35,10397.55,10382.7,10340.65,323259078.0
2018-02-23,10408.1,10499.1,10491.05,10396.65,217134363.0
2018-02-26,10526.55,10592.95,10582.6,10520.2,177238616.0
2018-02-27,10615.2,10631.65,10554.3,10537.25,193250158.0
2018-02-28,10488.95,10535.5,10492.85,10461.55,294794221.0
2018-03-01,10479.95,10525.5,10458.35,10447.15,181378504.0
2018-03-05,10428.3,10428.7,10358.85,10323.9,199975720.0
2018-03-06,10420.5,10441.35,10249.25,10215.9,229782297.0
2018-03-07,10232.95,10243.35,10154.2,10141.55,257200599.0
2018-03-08,10216.25,10270.35,10242.65,10146.4,233377712.0
2018-03-09,10271.3,10296.7,10226.85,10211.9,192333334.0
2018-03-12,10301.6,10433.65,10421.4,10295.45,223135459.0
2018-03-13,10389.5,10478.6,10426.85,10377.85,274852794.0
2018-03-14,10393.05,10420.35,10410.9,10336.3,186991169.0
2018-03-15,10405.45,10420.0,10360.15,10346.2,179308593.0
2018-03-16,10345.15,10346.3,10195.15,10180.25,338702439.0
2018-03-19,10215.35,10224.55,10094.25,10075.3,216670033.0
2018-03-20,10051.55,10155.65,10124.35,10049.1,209327593.0
2018-03-21,10181.95,10227.3,10155.25,10132.95,211060429.0
2018-03-22,10167.5,10207.85,10114.75,10105.4,237632983.0
2018-03-23,9968.8,10027.7,9998.05,9951.9,294515154.0
2018-03-26,9989.15,10143.5,10130.65,9958.55,270665332.0
2018-03-27,10188.0,10207.9,10184.15,10139.65,232713976.0
2018-03-28,10143.6,10158.35,10113.7,10096.9,354977198.0
2018-04-02,10151.65,10220.1,10211.8,10127.75,
2018-04-03,10186.85,10255.35,10245.0,10171.05,211652029.0
2018-04-04,10274.6,10279.85,10128.4,10111.3,238182921.0
2018-04-05,10228.45,10331.8,10325.15,10227.45,244116235.0
2018-04-06,10322.75,10350.45,10331.6,10290.85,206355691.0
2018-04-09,10333.7,10397.7,10379.35,10328.5,228512954.0
2018-04-10,10412.9,10424.85,10402.25,10381.5,259523888.0
2018-04-11,10428.15,10428.15,10417.15,10355.6,258077363.0
2018-04-12,10410.65,10469.9,10458.65,10395.25,246027888.0
2018-04-13,10495.3,10519.9,10480.6,10451.45,219724716.0
2018-04-16,10398.3,10540.15,10528.35,10396.35,200950876.0
2018-04-17,10557.3,10560.45,10548.7,10495.65,212449535.0
2018-04-18,10578.9,10594.2,10526.2,10509.7,211823044.0
2018-04-19,10563.65,10572.2,10565.3,10546.2,270740891.0
2018-04-20,10560.35,10582.35,10564.05,10527.45,252227268.0
2018-04-23,10592.8,10638.35,10584.7,10514.95,200203196.0
2018-04-24,10578.1,10636.8,10614.35,10569.0,225972673.0
2018-04-25,10612.4,10612.6,10570.55,10536.45,195129613.0
2018-04-26,10586.5,10628.4,10617.8,10559.65,345536167.0
2018-04-27,10651.65,10719.8,10692.3,10647.55,306671172.0
2018-04-30,10705.75,10759.0,10739.35,10704.6,179163468.0
2018-05-02,10783.85,10784.65,10718.05,10689.8,236757172.0
2018-05-03,10720.15,10720.6,10679.65,10647.45,190869804.0
2018-05-04,10700.45,10700.45,10618.25,10601.6,192296041.0
2018-05-07,10653.15,10725.65,10715.5,10635.65,173620240.0
2018-05-08,10757.9,10758.55,10717.8,10689.4,278118616.0
2018-05-09,10693.35,10766.25,10741.7,10689.85,222115640.0
2018-05-10,10779.65,10785.55,10716.55,10705.0,197988475.0
2018-05-11,10741.95,10812.05,10806.5,10724.45,209392114.0
2018-05-14,10815.15,10834.85,10806.6,10774.75,176697512.0
2018-05-15,10812.6,10929.2,10801.85,10781.4,262202312.0
2018-05-16,10751.95,10790.45,10741.1,10699.7,238221884.0
2018-05-17,10775.6,10777.25,10682.7,10664.5,220738923.0
2018-05-18,10671.85,10674.95,10596.4,10589.1,229908939.0
2018-05-21,10616.7,10621.7,10516.7,10505.8,197294184.0
2018-05-22,10518.45,10558.6,10536.7,10490.55,249236637.0
2018-05-23,10521.1,10533.55,10430.35,10417.8,299919120.0
2018-05-24,10464.85,10535.15,10513.85,10419.8,306792497.0
2018-05-25,10533.05,10628.05,10605.15,10524.0,268914888.0
2018-05-28,10648.35,10709.8,10688.65,10640.55,239786001.0
2018-05-29,10689.4,10717.25,10633.3,10616.1,232761575.0
2018-05-30,10579.0,10648.7,10614.35,10558.45,246124259.0
2018-05-31,10670.1,10763.8,10736.15,10620.4,629198569.0
2018-06-01,10738.45,10764.75,10696.2,10681.5,227355567.0
2018-06-04,10765.95,10770.3,10628.5,10618.35,210148313.0
2018-06-05,10630.7,10633.15,10593.15,10550.9,172898027.0
2018-06-06,10603.45,10698.35,10684.65,10587.5,195761429.0
2018-06-07,10722.6,10818.0,10768.35,10722.6,227663151.0
2018-06-08,10736.4,10779.45,10767.65,10709.05,215942528.0
2018-06-11,10781.85,10850.55,10786.95,10777.05,217849903.0
2018-06-12,10816.15,10856.55,10842.85,10789.4,204419184.0
2018-06-13,10887.5,10893.25,10856.7,10842.65,220003032.0
2018-06-14,10832.9,10833.7,10808.05,10773.55,190031664.0
2018-06-15,10808.65,10834.0,10817.7,10755.4,314764425.0
2018-06-18,10830.2,10830.2,10799.85,10787.35,202727202.0
2018-06-19,10789.45,10789.45,10710.45,10701.2,231382790.0
2018-06-20,10734.65,10781.8,10772.05,10724.05,199467082.0
2018-06-21,10808.45,10809.6,10741.1,10725.9,230507383.0
2018-06-22,10742.7,10837.0,10821.85,10710.45,236898415.0
2018-06-25,10822.9,10831.05,10762.45,10753.05,236693278.0
2018-06-26,10742.7,10805.25,10769.15,10732.55,226846382.0
2018-06-27,10785.5,10785.5,10671.4,10652.4,253620792.0
2018-06-28,10660.8,10674.2,10589.1,10557.7,363157327.0
2018-06-29,10612.85,10723.05,10714.3,10612.35,250327878.0
2018-07-02,10732.35,10736.15,10657.3,10604.65,304536687.0
2018-07-03,10668.6,10713.3,10699.9,10630.25,208371545.0
2018-07-04,10715.0,10777.15,10769.9,10677.75,179268271.0
2018-07-05,10786.05,10786.05,10749.75,10726.25,227267176.0
2018-07-06,10744.15,10816.35,10772.65,10735.05,256547706.0
2018-07-09,10838.3,10860.35,10852.9,10807.15,189331016.0
2018-07-10,10902.75,10956.9,10947.25,10876.65,203061980.0
2018-07-11,10956.4,10976.65,10948.3,10923.0,229211999.0
2018-07-12,11006.95,11078.3,11023.2,10999.65,256034815.0
2018-07-13,11056.9,11071.35,11018.9,10999.75,241670818.0
2018-07-16,11018.95,11019.5,10936.85,10926.25,216971413.0
2018-07-17,10939.65,11018.5,11008.05,10925.6,217107580.0
2018-07-18,11060.2,11076.2,10980.45,10956.3,232502459.0
2018-07-19,10999.5,11006.5,10957.1,10935.45,222056399.0
2018-07-20,10963.5,11030.25,11010.2,10946.2,193144113.0
2018-07-23,11019.85,11093.4,11084.75,11010.95,236153085.0
2018-07-24,11109.0,11143.4,11134.3,11092.5,212247395.0
2018-07-25,11148.4,11157.15,11132.0,11113.25,212333169.0
2018-07-26,11132.95,11185.85,11167.3,11125.7,376657398.0
2018-07-27,11232.75,11283.4,11278.35,11210.25,324343457.0
2018-07-30,11296.65,11328.1,11319.55,11261.45,287435926.0
2018-07-31,11311.05,11366.0,11356.5,11267.75,264430889.0
2018-08-01,11359.8,11390.55,11346.2,11313.55,278012697.0
2018-08-02,11328.9,11328.9,11244.7,11234.95,216533127.0
2018-08-03,11297.8,11368.0,11360.8,11294.55,225146360.0
2018-08-06,11401.5,11427.65,11387.1,11370.6,210002582.0
2018-08-07,11423.15,11428.95,11389.45,11359.7,233409612.0
2018-08-08,11412.5,11459.95,11450.0,11379.3,217047641.0
2018-08-09,11493.25,11495.2,11470.7,11454.1,311521403.0
2018-08-10,11474.95,11478.75,11429.5,11419.65,336424182.0
2018-08-13,11369.6,11406.3,11355.75,11340.3,254466760.0
2018-08-14,11381.7,11452.45,11435.1,11370.8,239841680.0
2018-08-16,11397.15,11449.85,11385.05,11366.25,299610298.0
2018-08-17,11437.15,11486.45,11470.75,11431.8,241985503.0
2018-08-20,11502.1,11565.3,11551.75,11499.65,239843358.0
2018-08-21,11576.2,11581.75,11570.9,11539.6,231063669.0
2018-08-23,11620.7,11620.7,11582.75,11546.7,256163842.0
2018-08-24,11566.6,11604.6,11557.1,11532.0,225604574.0
2018-08-27,11605.85,11700.95,11691.95,11595.6,205689327.0
2018-08-28,11731.95,11760.2,11738.5,11710.5,249420312.0
2018-08-29,11744.95,11753.2,11691.9,11678.85,259351550.0
2018-08-30,11694.75,11698.8,11676.8,11639.7,323450305.0
2018-08-31,11675.85,11727.65,11680.5,11640.1,357230312.0
2018-09-03,11751.8,11751.8,11582.35,11567.4,241726864.0
2018-09-04,11598.75,11602.55,11520.3,11496.85,262701030.0
2018-09-05,11514.85,11542.65,11476.95,11393.85,253689858.0
2018-09-06,11514.15,11562.25,11536.9,11436.05,255558129.0
2018-09-07,11558.25,11603.0,11589.1,11484.4,305029077.0
2018-09-10,11570.25,11573.0,11438.1,11427.3,295597988.0
2018-09-11,11476.85,11479.4,11287.5,11274.0,318093125.0
2018-09-12,11340.1,11380.75,11369.9,11250.2,276509748.0
2018-09-14,11443.5,11523.25,11515.2,11430.55,285218296.0
2018-09-17,11464.95,11464.95,11377.75,11366.9,207620518.0
2018-09-18,11381.55,11411.45,11278.9,11268.95,248298794.0
2018-09-19,11326.65,11332.05,11234.35,11210.9,258424384.0
2018-09-21,11271.3,11346.8,11143.1,10866.45,741153209.0
2018-09-24,11164.4,11170.15,10967.4,10943.6,398815949.0
2018-09-25,10969.95,11080.6,11067.45,10882.85,417548830.0
2018-09-26,11145.55,11145.55,11053.8,10993.05,351041146.0
2018-09-27,11079.8,11089.45,10977.55,10953.35,418210067.0
2018-09-28,11008.1,11034.1,10930.45,10850.3,492894147.0
2018-10-01,10930.9,11035.65,11008.3,10821.55,398987274.0
2018-10-03,10982.7,10989.05,10858.25,10843.75,398756507.0
2018-10-04,10754.7,10754.7,10599.25,10547.25,438202008.0
2018-10-05,10514.1,10540.65,10316.45,10261.9,625153832.0
2018-10-08,10310.15,10398.35,10348.05,10198.4,470279031.0
2018-10-09,10390.3,10397.6,10301.05,10279.35,443795275.0
2018-10-10,10331.85,10482.35,10460.1,10318.25,373844130.0
2018-10-11,10169.8,10335.95,10234.65,10138.6,498509417.0
2018-10-12,10331.55,10492.45,10472.5,10322.15,354056762.0
2018-10-15,10524.2,10526.3,10512.5,10410.15,267517728.0
2018-10-16,10550.15,10604.9,10584.75,10525.3,273444095.0
2018-10-17,10688.7,10710.15,10453.05,10436.45,293586908.0
2018-10-19,10339.7,10380.1,10303.55,10249.6,368552204.0
2018-10-22,10405.85,10408.55,10245.25,10224.0,306472776.0
2018-10-23,10152.6,10222.1,10146.8,10102.35,312042090.0
2018-10-24,10278.15,10290.65,10224.75,10126.7,362272428.0
2018-10-25,10135.05,10166.6,10124.9,10079.3,522421914.0
2018-10-26,10122.35,10128.85,10030.0,10004.55,375563273.0
2018-10-29,10078.1,10275.3,10250.85,10020.35,375749433.0
2018-10-30,10239.4,10285.1,10198.4,10175.35,298753965.0
2018-10-31,10209.55,10396.0,10386.6,10105.1,386618948.0
2018-11-01,10441.7,10441.9,10380.45,10341.9,359340403.0
2018-11-02,10462.3,10606.95,10553.0,10457.7,434175607.0
2018-11-05,10558.75,10558.8,10524.0,10477.0,311176379.0
2018-11-06,10552.0,10600.25,10530.0,10491.45,309878810.0
2018-11-07,10614.45,10616.45,10598.4,10582.3,32194181.0
2018-11-09,10614.7,10619.55,10585.2,10544.85,305817331.0
2018-11-12,10607.8,10645.5,10482.2,10464.05,267710127.0
2018-11-13,10451.9,10596.25,10582.5,10440.55,262541595.0
2018-11-14,10634.9,10651.6,10576.3,10532.7,396373781.0
2018-11-15,10580.6,10646.5,10616.7,10557.5,306011926.0
2018-11-16,10644.0,10695.15,10682.2,10631.15,353384918.0
2018-11-19,10731.25,10774.7,10763.4,10688.8,280522364.0
2018-11-20,10740.1,10740.85,10656.2,10640.85,304322623.0
2018-11-21,10670.95,10671.3,10600.05,10562.35,310191008.0
2018-11-22,10612.65,10646.25,10526.75,10512.0,246926671.0
2018-11-26,10568.3,10637.8,10628.6,10489.75,332863041.0
2018-11-27,10621.45,10695.15,10685.6,10596.35,382834178.0
2018-11-28,10708.75,10757.8,10728.85,10699.85,437627174.0
2018-11-29,10808.7,10883.05,10858.7,10782.35,712650890.0
2018-11-30,10892.1,10922.45,10876.75,10835.1,467857329.0
2018-12-03,10930.7,10941.2,10883.75,10845.35,422358631.0
2018-12-04,10877.1,10890.95,10869.5,10833.35,332137359.0
2018-12-05,10820.45,10821.05,10782.9,10747.95,322019985.0
2018-12-06,10718.15,10722.65,10601.15,10588.25,328275196.0
2018-12-07,10644.8,10704.55,10693.7,10599.35,335849636.0
2018-12-10,10508.7,10558.85,10488.45,10474.95,393097292.0
2018-12-11,10350.05,10567.15,10549.15,10333.85,438699334.0
2018-12-12,10591.0,10752.2,10737.6,10560.8,371697496.0
2018-12-13,10810.75,10838.6,10791.55,10749.5,387810061.0
2018-12-14,10784.5,10815.75,10805.45,10752.1,350579275.0
2018-12-17,10853.2,10900.35,10888.35,10844.85,306145514.0
2018-12-18,10850.9,10915.4,10908.7,10819.1,294942271.0
2018-12-19,10930.55,10985.15,10967.3,10928.0,321801803.0
2018-12-20,10885.2,10962.55,10951.7,10880.05,328802751.0
2018-12-21,10944.25,10963.65,10754.0,10738.65,389235107.0
2018-12-24,10780.9,10782.3,10663.5,10649.25,230291344.0
2018-12-26,10635.45,10747.5,10729.85,10534.55,271942701.0
2018-12-27,10817.9,10834.2,10779.8,10764.45,470160392.0
2018-12-28,10820.95,10893.6,10859.9,10817.15,253086507.0
2018-12-31,10913.2,10923.55,10862.55,10853.2,186494657.0
2019-01-01,10881.7,10923.6,10910.1,10807.1,159404542.0
2019-01-02,10868.85,10895.35,10792.5,10735.05,309665939.0
2019-01-03,10796.8,10814.05,10672.25,10661.25,286241745.0
2019-01-04,10699.7,10741.05,10727.35,10628.65,296596655.0
2019-01-07,10804.85,10835.95,10771.8,10750.15,269371080.0
2019-01-08,10786.25,10818.45,10802.15,10733.25,277697672.0
2019-01-09,10862.4,10870.4,10855.15,10749.4,333010535.0
2019-01-10,10859.35,10859.35,10821.6,10801.8,254365477.0
2019-01-11,10834.75,10850.15,10794.95,10739.4,260792200.0
2019-01-14,10807.0,10808.0,10737.6,10692.35,298774178.0
2019-01-15,10777.55,10896.95,10886.8,10777.55,310737078.0
2019-01-16,10899.65,10928.15,10890.3,10876.9,276539042.0
2019-01-17,10920.85,10930.65,10905.2,10844.65,271676319.0
2019-01-18,10914.85,10928.2,10906.95,10852.2,323814108.0
2019-01-21,10919.35,10987.45,10961.85,10885.75,288829125.0
2019-01-22,10949.8,10949.8,10922.75,10864.15,300768112.0
2019-01-23,10931.05,10944.8,10831.5,10811.95,298876314.0
2019-01-24,10844.05,10866.6,10849.8,10798.65,361082096.0
2019-01-25,10859.75,10931.7,10780.55,10756.45,463444758.0
2019-01-28,10792.45,10804.45,10661.55,10630.95,419682627.0
2019-01-29,10653.7,10690.35,10652.2,10583.65,356908994.0
2019-01-30,10702.25,10710.2,10651.8,10612.85,410107910.0
2019-01-31,10690.55,10838.05,10830.95,10678.55,604818027.0
2019-02-01,10851.35,10983.45,10893.65,10813.45,482272661.0
2019-02-04,10876.75,10927.9,10912.25,10814.15,318300039.0
2019-02-05,10908.65,10956.7,10934.35,10886.7,268095127.0
2019-02-06,10965.1,11072.6,11062.45,10962.7,298510497.0
2019-02-07,11070.45,11118.1,11069.4,11043.6,263544426.0
2019-02-08,11023.5,11041.2,10943.6,10925.45,352787419.0
2019-02-11,10930.9,10930.9,10888.8,10857.1,285985383.0
2019-02-12,10879.7,10910.9,10831.4,10823.8,292314643.0
2019-02-13,10870.55,10891.65,10793.65,10772.1,321958549.0
2019-02-14,10786.1,10792.7,10746.05,10718.75,627041405.0
2019-02-15,10780.25,10785.75,10724.4,10620.4,521876968.0
2019-02-18,10738.65,10759.9,10640.95,10628.4,345440240.0
2019-02-19,10636.7,10722.85,10604.35,10585.65,291507060.0
2019-02-20,10655.45,10752.7,10735.45,10646.4,289195306.0
2019-02-21,10744.1,10808.85,10789.85,10721.5,279584955.0
2019-02-22,10782.7,10801.55,10791.65,10758.4,396846597.0
2019-02-25,10813.25,10887.1,10880.1,10788.05,385905142.0
2019-02-26,10775.3,10888.75,10835.3,10729.3,414954476.0
2019-02-27,10881.2,10939.7,10806.65,10751.2,381080073.0
2019-02-28,10865.7,10865.7,10792.5,10784.85,644159018.0
2019-03-01,10842.65,10877.9,10863.5,10823.1,308526309.0
2019-03-05,10864.85,10994.9,10987.45,10817.0,373220239.0
2019-03-06,11024.85,11062.3,11053.0,10998.85,372550850.0
2019-03-07,11077.95,11089.05,11058.2,11027.1,321208766.0
2019-03-08,11038.85,11049.0,11035.4,11008.95,326569833.0
2019-03-11,11068.75,11180.9,11168.05,11059.85,352242287.0
2019-03-12,11231.35,11320.4,11301.2,11227.0,391310519.0
2019-03-13,11326.2,11352.3,11341.7,11276.6,382996187.0
2019-03-14,11382.5,11383.45,11343.25,11313.75,294480678.0
2019-03-15,11376.85,11487.0,11426.85,11370.8,463704896.0
2019-03-18,11473.85,11530.15,11462.2,11412.5,320250041.0
2019-03-19,11500.3,11543.85,11532.4,11451.25,326099667.0
2019-03-20,11553.35,11556.1,11521.05,11503.1,366298049.0
2019-03-22,11549.2,11572.8,11456.9,11434.55,386193935.0
2019-03-25,11395.65,11395.65,11354.25,11311.6,294459196.0
2019-03-26,11375.2,11496.75,11483.25,11352.45,282575496.0
2019-03-27,11531.45,11546.2,11445.05,11413.0,350446089.0
2019-03-28,11463.65,11588.5,11570.0,11452.45,527678809.0
2019-03-29,11625.45,11630.35,11623.9,11570.15,416276981.0
2019-04-01,11665.2,11738.1,11669.15,11644.75,379572660.0
